Chunk,Embedding (first 10 dims)
"Değişik bölgelerde bulunan fabrika, tedarikçi firma ve dağıtım merkezlerinin 
uyumlu bir şekilde çalışabilmesi için iyi derecede bilgi akışı sağlayan sistemlere ihtiyaç 
vardır. Günümüzde bu entegrasyonu sağlayan en ideal sistem Kurumsal Kaynak 
Planlaması (ERP) dir.  
ERP sistemi; muhasebe, lojistik, üretim planlama, stok yönetimi, satın alma, 
üretim, pazarlama, insan kaynakları gibi çok geniş bir iş ağını kapsamaktadır. ERP","[-0.00621397  0.04817564 -0.03635422 -0.00228477 -0.06902004 -0.00039833
  0.06209994  0.07030038  0.0170913  -0.00753253]"
"üretim, pazarlama, insan kaynakları gibi çok geniş bir iş ağını kapsamaktadır. ERP 
sistemlerinin temel hedefi; bu faaliyetlerin hepsini koordineli bir şekilde yönetmektir. 
Tüm sistemlerde olduğu gibi ERP’de çeşitli sistemlere eklemeler yapılması sonucu 
günümüzdeki durumuna ulaşmıştır. ERP, Malzeme İhtiyaç Planlaması (MRP), Kapalı 
Çevrim (MRP), Ana Üretim Çizelgesi (MPS), Kapasite İhtiyaç Planlaması (CRP) ve 
Üretim Kaynakları Planlaması (MRP II) sistemlerini kapsamaktadır.","[-0.01559051  0.00552381 -0.00585803 -0.00806774 -0.08636039 -0.0062758
  0.02268586  0.114004    0.00577591  0.00266889]"
"Üretim Kaynakları Planlaması (MRP II) sistemlerini kapsamaktadır. 
Bu çalışmada ERP’nin tanımı, tarihsel gelişimi, temel teknik özellikleri, 
dünyadaki pazar yapısı üzerinde durulmuş ve Sentim Bilişim firmasında ERP seçim 
süreci incelenmiştir.  
 
 
 
 
 
2
 
1. BÖLÜM: KURUMSAL KAYNAK PLANLAMASI VE GELİŞİMİ 
1.1. KURUMSAL KAYNAK PLÂNLAMANIN (ERP) TANIMI 
İşletme kaynakları planlaması olarak bilinen ERP (Enterprise Resources","[ 0.02444875  0.03004475 -0.0178536   0.00635251 -0.07453951 -0.01970615
  0.03922114  0.04525336  0.02540691 -0.02386678]"
"İşletme kaynakları planlaması olarak bilinen ERP (Enterprise Resources 
Planning) kavramı, Connetticut’ta bulunan “The Gartner Group” tarafından ortaya 
atılmış bir yapı olup, MRP II ( İmalat Kaynakları Planlaması ) sisteminin geliştirilmiş 
şeklidir. Bu uygulama, son yıllarda batı ülkelerinde yoğun ilgi gören bilgisayarla 
endüstriyel yönetim teknikleri uygulamalarının içinde en yaygın olarak kullanılanıdır.  
ERP kavramının birçok tanımı vardır. Bu tanımların bir kısmı aşağıda","[ 0.03095433  0.02866447 -0.04052316  0.01996278 -0.06107556 -0.00692689
  0.04106602 -0.00747175 -0.02426172  0.02365655]"
"ERP kavramının birçok tanımı vardır. Bu tanımların bir kısmı aşağıda 
verilmektedir: 
• “Müşteri siparişlerini karşılamak için kurum ve işletme genelindeki gereken 
kaynakları almak, imal etmek, sevk etmek ve hesaplamak üzere belirleyen ve 
planlayan muhasebe odaklı bir bilişim sistemidir.” APICS (American 
Production and Inventory Control Society – Amerikan Üretim ve Stok Kontrol 
Topluluğu) (Danismend, 2006). 
• ERP’nin ne olduğu konusuna akademik bağlamda üzerinde anlaşılmış genel","[-0.01653929  0.00129761 -0.05134685 -0.00295486 -0.06741166  0.0075502
  0.01484761  0.04046338  0.0062677  -0.03128613]"
"• ERP’nin ne olduğu konusuna akademik bağlamda üzerinde anlaşılmış genel 
kavramlar bulunmasına karşın, tanımı üzerinde tartışmalar devam etmektedir. 
Kurumsal Kaynak Planlaması kavramı için değişik açılardan bakarak farklı 
tanımlar yapmak mümkün olsa da en genel şekilde, bir şirkette süregelen tüm 
bilgi akışının uyumunu sağlayan ticari yazılım paketleri olarak tanımlanabilir.” 
(Davenport, 1998). 
• “ERP, organizasyonel hedeflerin gerçekleştirilmesi ve işletmenin tüm 
fonksiyonlarını","[ 0.0368678   0.02301313 -0.0382454   0.03423881 -0.08380946  0.01498723
  0.06143756  0.05073134 -0.01435179 -0.00016853]"
"• “ERP, organizasyonel hedeflerin gerçekleştirilmesi ve işletmenin tüm 
fonksiyonlarını 
bütünleştirmek 
için, 
işletmenin 
tüm 
ihtiyaçlarını, 
bir 
organizasyonun tüm süreçlerini göz önünde tutarak yöneten ve planlayan bir 
yazılım çözümüdür.” (Kumar, 1998) 
• “ERP, İmalat, Dağıtım, Finans ve Satış Modüllerinin birbirinden tamamen 
farklı sistemler olduklarını kabul etmiş bir işletmenin bütününü, tek bir veri 
tabanı, tek bir uygulama ve tek bir kullanıcı ara yüzü ile değiştiren bir öneri","[ 0.05799465  0.02108064 -0.01889413  0.00645114 -0.05143755 -0.03658067
  0.07467036  0.07239176 -0.00673547 -0.03414108]"
"tabanı, tek bir uygulama ve tek bir kullanıcı ara yüzü ile değiştiren bir öneri 
paketidir.” (Braggs, 1999) 
• “ERP, dağıtım, satış, imalat, finans ve satın alma gibi tüm fonksiyonlardan 
bilgilerin alınmasına, çalışanların ve yöneticilerin tüm işleri planlamalarına, 
 
 
3
 
görüntülemelerine ve kontrol etmelerine yardım eden bir araçtır. Modern bir 
ERP sistemi, mal veya hizmet üretici firmaların yeteneklerini, doğru çizelge ile","[ 0.02724641  0.01579383 -0.02708622  0.01963079 -0.13162947 -0.0217807
  0.04575892  0.07392602  0.01959096 -0.04011494]"
"ERP sistemi, mal veya hizmet üretici firmaların yeteneklerini, doğru çizelge ile 
üretim, kapasitenin tamamen etkin kılınması, envanterin düşürülmesi ve söz 
verilen sevkıyatların zamanında gerçekleşmesi açılarından etkilemektedir.” 
(Beyazıt, 1998) 
• ERP, firmalar arası global bilgi uyumunu gerçekleştiren bütünsel bir yazılım 
stratejisidir  (Klaus vd., 2000). 
Günümüzde işletmelerin rekabet ortamında ayakta kalabilmeleri ve varlıklarını","[-0.00851606  0.00294894 -0.05798104  0.0248615  -0.06054909  0.02322255
  0.05520774  0.09164429  0.00021862 -0.04264896]"
"Günümüzde işletmelerin rekabet ortamında ayakta kalabilmeleri ve varlıklarını 
sürdürebilmeleri için yeni stratejiler belirlemeleri gerekmektedir. Bu stratejilerin 
başında kalite, verimlilik ve maliyet (son zamanlarda hızlı tepki verme de eklenmiştir) 
gelmektedir. Tüm bunların yapılabilmesi, kıt kaynakların etkin kullanılmasına bağlıdır. 
Bu kaynaklar da hammadde, işgücü, makina, donanım ve finansmandır. Bu kaynakların","[ 0.0217518   0.03604452 -0.05570924 -0.01893497 -0.03147522  0.02190509
  0.07373297  0.02581435 -0.01806258 -0.05235676]"
"Bu kaynaklar da hammadde, işgücü, makina, donanım ve finansmandır. Bu kaynakların 
etkin ve gerçekçi kullanılması üretim plânlama ve kontrol etkinlikleri ile olanaklıdır. 
Küresel iş ortamında işletmeler hızlı bir değişim ve değişimin getirdiği yeni 
fırsatlarla karşı karşıya bulunmaktadır. Sürekli değişim ortamında rekabette başarılı 
olmak, değişen iş koşullarını önceden tahmin edebilmek ve bunlara hızlı yanıt","[-0.00075382  0.05258313  0.0121933  -0.0087466  -0.06169855 -0.01718946
  0.05615672  0.00668876  0.0143982  -0.03410842]"
"olmak, değişen iş koşullarını önceden tahmin edebilmek ve bunlara hızlı yanıt 
verebilmek demektir. İşletmelerin bunu yapabilmesi için, işin tüm cephelerini güçlü ve 
esnek bir biçimde destekleyen sağlam bilgi sistemlerine gereksinimi vardır. Bu 
sistemler, işletmelere iş uygulamalarından ve örgütsel yapılardan lojistik, proje 
yönetimi, finans, servis, dağıtım, nakliye ve imalata kadar her cephede değişimlere 
uyum sağlama yeteneği kazandıracaktır. Bütün bunları, ERP ile yapmak olanaklıdır.","[ 0.0384247   0.03315357  0.00912265 -0.01863013 -0.0573883  -0.06165743
  0.0842098   0.0439578   0.04411158 -0.00909519]"
"uyum sağlama yeteneği kazandıracaktır. Bütün bunları, ERP ile yapmak olanaklıdır. 
Bilgi çağının, küreselleşmenin yaşandığı, insan, bilgi ve etkin yönetimin önem 
kazandığı, değişimin kaçınılmaz olduğu ve hatta değişimi yönetmenin giderek zorlaştığı 
rekabet ortamında artık sadece üretmek yetmemektedir. Hız, kalite, azalan maliyetler ve 
verimlilik, koşulsuz müşteri memnuniyeti gibi faktörlerin önemi artık daha fazla öne","[-0.02216862  0.05792496 -0.02199812  0.02373579 -0.07379253 -0.00235477
  0.06076373  0.03330307  0.00851671 -0.01329107]"
"verimlilik, koşulsuz müşteri memnuniyeti gibi faktörlerin önemi artık daha fazla öne 
çıkmaktadır.  İşletmelerin, tüm bölümlerinde sürekli oluşan ve dolaşan, güvenilir veriye 
hızla ulaşmaya, bu veriyi kurumsal bilgiye çevirerek, karar alma süreçlerini hızlandırıp, 
güçlendirmeye çok daha fazla ihtiyaçları vardır. 
Planlama özelliğinin yanında artık işletmenin genelinde gerçekleşen tüm 
operasyonların tek bir uygulama sistem mimarisi altındaki uyumu da son derece","[ 0.02458726  0.04234078 -0.05246538  0.03645092 -0.05171548 -0.02952128
  0.07243212  0.03664768 -0.01462855 -0.04027773]"
"operasyonların tek bir uygulama sistem mimarisi altındaki uyumu da son derece 
önemlidir. Bu nedenle ERP, kurumun bütününde tüm operasyonları takip eder ve tüm 
operasyonların analizini yapar. İş akış süreçleri ve çözümleri birbirlerinden farklı olan 
 
 
4
 
çok sayıda bölümün tek bir platform ve veritabanını kullanarak bütünleşik bir yapıda 
uyumu ile güvenilir, sağlıklı, hızlı bilgi paylaşımı kurum içindeki operasyonlarınızın","[ 0.03472158  0.00836297 -0.04096203 -0.04977072 -0.11592739 -0.00621994
  0.0203573   0.07017478 -0.01358143 -0.0578285 ]"
"uyumu ile güvenilir, sağlıklı, hızlı bilgi paylaşımı kurum içindeki operasyonlarınızın 
başarı ile sonuçlanması açısından son derece önemlidir. Bu sistem bütünlüğü kurumsal 
kaynak verimliliğinin sağlanması, iş performansının artırılması, bölümler arası sağlıklı 
veri alışverişi ile verilecek kararların hızlı ve doğru alınmasına yardımcı olarak hizmet 
ve ürün kalitesini artıracaktır. 
ERP kavramına üç farklı şekilde bakmak mümkündür:","[ 0.02206803 -0.00661653 -0.034026   -0.00545207 -0.13160832  0.01728211
  0.03894676 -0.00681809 -0.0069192  -0.05428248]"
"ve ürün kalitesini artıracaktır. 
ERP kavramına üç farklı şekilde bakmak mümkündür: 
1. Bilgisayar yazılımı şeklinde alınıp satılabilen ticarî bir maldır. 
2. Bir kurumun tüm süreç ve verilerini tek, geniş kapsamlı ve bütünleşik yapı 
altında toplayan bir gelişim aracıdır. 
3. İş süreçlerine çözümler sunan bir altyapının anahtar öğesidir (Klaus vd., 
2000).  
Bu sistemler adlandırılırken ""Kurumsal"" kelimesinin kullanılmasının sebebi,","[-0.02593579  0.02416162 -0.01653451 -0.05713733 -0.10607284  0.00738364
  0.02300832  0.08915754  0.00536677 -0.05238757]"
"2000).  
Bu sistemler adlandırılırken ""Kurumsal"" kelimesinin kullanılmasının sebebi, 
kapsamlarının belirli bir hizmet veya ürün üretmeye yönelik faaliyet gösteren 
kurumların tüm fonksiyonlarını içermesidir. ERP sistemleri bütünün, bu bütünü 
oluşturan parçalardan daha büyük olduğu felsefesi üzerine kurulmuştur. Bu felsefeden 
yola çıkılarak meydana getirilen ERP sistemleri, kurumlarda daha önceleri ayrı ayrı ele","[-0.02620389 -0.00165583 -0.03269823  0.02191719 -0.12616543  0.04172863
  0.00545771  0.03377587  0.02696541 -0.03637527]"
"yola çıkılarak meydana getirilen ERP sistemleri, kurumlarda daha önceleri ayrı ayrı ele 
alınan işlevleri birbirine bağlı bir şekilde kurumun amaçlarını yerine getirmek için 
çalışan parçalar olarak ele alır ve bundan faydalanarak kurumlardaki her türlü kaynağın 
( İşçilik, Malzeme, Para, Makine, vb. ) verimliliğini en üst düzeye ulaştırmayı amaçlar.               
Başka bir bakış açısıyla ERP sistemleri, işletmenin ortak bir yerde saklanan","[ 0.03755848 -0.007313    0.00480975  0.00860312 -0.08740354 -0.00073048
  0.07278173  0.03402479  0.01807253 -0.0237771 ]"
"Başka bir bakış açısıyla ERP sistemleri, işletmenin ortak bir yerde saklanan 
verilerinden elde edilen bilgilerin doğru olarak ve doğru makamlara iletilmesini sağlar. 
ERP Sistemlerinde yer alan en temel fonksiyonlar içinde Üretim, Finans, Dağıtım, İnsan 
Kaynakları, Satış&Pazarlama, Envanter Yönetimi, Satın Alma, Kalite ve Proje 
Yönetimi sayılabilir. Bu genel kurumsal işlevlerin yanında ERP sistemleri, hastanelerde","[ 0.01863777  0.02878797 -0.00458284 -0.01208944 -0.1015012   0.0097083
  0.06701951  0.0732061   0.0453683  -0.01800735]"
"Yönetimi sayılabilir. Bu genel kurumsal işlevlerin yanında ERP sistemleri, hastanelerde 
hasta yönetimi, üniversitelerde öğrenci yönetimi ya da perakendecilikte yüksek hacimli 
ambar yönetimi gibi özel işlevleri de desteklemektedir (Yegül, 2002).  
 
 
 
 
 
5
 
1.2. ERP'DE LOJİSTİK VE STOK YÖNETİMİ  
Stoklar, birçok sanayi işletmenin hemen hemen en büyük aktifidir. Bu kaynağın  
yönetimi, kârlılığı doğrudan etkiler. Bunun yanında yeterince yüksek olmayan stok","[ 0.06657988  0.09207404 -0.00159157 -0.02606467 -0.06051847 -0.00219952
  0.0434653   0.05177502  0.00313801 -0.03464267]"
"yönetimi, kârlılığı doğrudan etkiler. Bunun yanında yeterince yüksek olmayan stok 
devir hızı, rekabet ve azalan enflasyon dönemlerinde işletmeleri zora sokabilir ve  
beklenmedik zararlar verebilir.  
Günümüzde sıkça konuşulan ERP, MRP gibi konularda başarılı olmak isteyen 
işletmelerin öncelikle “Envanter Yönetimi” alanında ilerleme kaydetmiş olması 
gereklidir.  MRP ve ERP sistemleri, stoklarla yakından ilgilenmiş, bunları yeterli","[ 0.02627197  0.05108538  0.00956872 -0.01769957 -0.022921    0.02739727
  0.06605303  0.06120065 -0.03495372 -0.04221173]"
"gereklidir.  MRP ve ERP sistemleri, stoklarla yakından ilgilenmiş, bunları yeterli 
miktarlara indirerek ya da sıfır yapmaya çalışarak  işletme kaynaklarının  daha verimli 
yönetimi için önerilerde bulunmuştur. Her düzeydeki yöneticiyi yakından ilgilendiren 
Lojistik ve Stok yönetiminde amaç, üretim yönetiminde çalışanlara ana üretim 
programları ile doğrudan ilgili olan lojistik, stok ve depolama yöntemleri konusunda","[-7.78295289e-05  8.09520707e-02  1.13847805e-02 -2.38645785e-02
 -9.45761874e-02 -1.26899946e-02  7.73338899e-02  7.22841769e-02
 -8.54263734e-03 -3.37590910e-02]"
"programları ile doğrudan ilgili olan lojistik, stok ve depolama yöntemleri konusunda 
bilgiler ve öneriler sunmaktır. Stokların daha etkin yönetimi ile  işletme verimliliğinin 
ve karlılığının arttırılması, hangi sipariş yönteminin ne zaman kullanılacağı, parti 
büyüklükleri ve güvenlik stokunun hesaplanması, MRP yönteminin çalışma biçimi, 
envanterde kayıt doğruluğu ve envanteri azaltmanın ve dönüş hızının  yeterliliği,","[ 1.1318755e-02  3.4772199e-02  1.0235031e-02  1.4455924e-02
 -1.2853464e-01 -1.4913554e-05  6.3482083e-02  5.4003730e-02
  1.8268168e-03 -5.2200004e-02]"
"envanterde kayıt doğruluğu ve envanteri azaltmanın ve dönüş hızının  yeterliliği, 
verimlilik ve karlılıkta önemli parametrelerdir. Envanter dönüş hızı yeterince hızlı 
olmayınca hem “artan rekabet” hem de “azalan enflasyon” işletmeye zarar verebilir. 
Envanterin daha hızlı dönebilmesi ise, sadece o etkin yönetildiği zaman mümkün 
olacaktır.  
Stokların yönetimi ekip işidir  ve  etkin yönetimi için herkesin doğru bilgiler ile","[ 0.02336783  0.03000618 -0.04205814  0.0210846  -0.07537901  0.01172652
  0.09197116  0.06640032  0.00785069  0.00104801]"
